face,i,j,center_x_mm,center_y_mm,center_z_mm,orientation
x=L,58,5,4900.0,5850.0,550.0,-x
x=L,58,6,4900.0,5850.0,650.0,-x
x=L,58,7,4900.0,5850.0,750.0,-x
x=L,58,8,4900.0,5850.0,850.0,-x
x=L,58,9,4900.0,5850.0,950.0,-x
x=L,58,10,4900.0,5850.0,1050.0,-x
x=L,58,11,4900.0,5850.0,1150.0,-x
x=L,58,12,4900.0,5850.0,1250.0,-x
x=L,58,13,4900.0,5850.0,1350.0,-x
x=L,58,14,4900.0,5850.0,1450.0,-x
x=L,58,15,4900.0,5850.0,1550.0,-x
x=L,58,16,4900.0,5850.0,1650.0,-x
x=L,58,17,4900.0,5850.0,1750.0,-x
x=L,58,18,4900.0,5850.0,1850.0,-x
x=L,58,19,4900.0,5850.0,1950.0,-x
x=L,58,20,4900.0,5850.0,2050.0,-x
x=L,58,21,4900.0,5850.0,2150.0,-x
x=L,58,22,4900.0,5850.0,2250.0,-x
x=L,58,23,4900.0,5850.0,2350.0,-x
x=L,58,24,4900.0,5850.0,2450.0,-x
x=L,59,0,4900.0,5950.0,50.0,-x
x=L,59,1,4900.0,5950.0,150.0,-x
x=L,59,2,4900.0,5950.0,250.0,-x
x=L,59,3,4900.0,5950.0,350.0,-x
x=L,59,4,4900.0,5950.0,450.0,-x
x=L,59,5,4900.0,5950.0,550.0,-x
x=L,59,6,4900.0,5950.0,650.0,-x
x=L,59,7,4900.0,5950.0,750.0,-x
x=L,59,8,4900.0,5950.0,850.0,-x
x=L,59,9,4900.0,5950.0,950.0,-x
x=L,59,10,4900.0,5950.0,1050.0,-x
x=L,59,11,4900.0,5950.0,1150.0,-x
x=L,59,12,4900.0,5950.0,1250.0,-x
x=L,59,13,4900.0,5950.0,1350.0,-x
x=L,59,14,4900.0,5950.0,1450.0,-x
x=L,59,15,4900.0,5950.0,1550.0,-x
x=L,59,16,4900.0,5950.0,1650.0,-x
x=L,59,17,4900.0,5950.0,1750.0,-x
x=L,59,18,4900.0,5950.0,1850.0,-x
x=L,59,19,4900.0,5950.0,1950.0,-x
x=L,59,20,4900.0,5950.0,2050.0,-x
x=L,59,21,4900.0,5950.0,2150.0,-x
x=L,59,22,4900.0,5950.0,2250.0,-x
x=L,59,23,4900.0,5950.0,2350.0,-x
x=L,59,24,4900.0,5950.0,2450.0,-x
x=L,60,0,4900.0,6050.0,50.0,-x
x=L,60,1,4900.0,6050.0,150.0,-x
x=L,60,2,4900.0,6050.0,250.0,-x
x=L,60,3,4900.0,6050.0,350.0,-x
x=L,60,4,4900.0,6050.0,450.0,-x
x=L,60,5,4900.0,6050.0,550.0,-x
x=L,60,6,4900.0,6050.0,650.0,-x
x=L,60,7,4900.0,6050.0,750.0,-x
x=L,60,8,4900.0,6050.0,850.0,-x
x=L,60,9,4900.0,6050.0,950.0,-x
x=L,60,10,4900.0,6050.0,1050.0,-x
x=L,60,11,4900.0,6050.0,1150.0,-x
x=L,60,12,4900.0,6050.0,1250.0,-x
x=L,60,13,4900.0,6050.0,1350.0,-x
x=L,60,14,4900.0,6050.0,1450.0,-x
x=L,60,15,4900.0,6050.0,1550.0,-x
x=L,60,16,4900.0,6050.0,1650.0,-x
x=L,60,17,4900.0,6050.0,1750.0,-x
x=L,60,18,4900.0,6050.0,1850.0,-x
x=L,60,19,4900.0,6050.0,1950.0,-x
x=L,60,20,4900.0,6050.0,2050.0,-x
x=L,60,21,4900.0,6050.0,2150.0,-x
x=L,60,22,4900.0,6050.0,2250.0,-x
x=L,60,23,4900.0,6050.0,2350.0,-x
x=L,60,24,4900.0,6050.0,2450.0,-x
x=L,61,0,4900.0,6150.0,50.0,-x
x=L,61,1,4900.0,6150.0,150.0,-x
x=L,61,2,4900.0,6150.0,250.0,-x
x=L,61,3,4900.0,6150.0,350.0,-x
x=L,61,4,4900.0,6150.0,450.0,-x
x=L,61,5,4900.0,6150.0,550.0,-x
x=L,61,6,4900.0,6150.0,650.0,-x
x=L,61,7,4900.0,6150.0,750.0,-x
x=L,61,8,4900.0,6150.0,850.0,-x
x=L,61,9,4900.0,6150.0,950.0,-x
x=L,61,10,4900.0,6150.0,1050.0,-x
x=L,61,11,4900.0,6150.0,1150.0,-x
x=L,61,12,4900.0,6150.0,1250.0,-x
x=L,61,13,4900.0,6150.0,1350.0,-x
x=L,61,14,4900.0,6150.0,1450.0,-x
x=L,61,15,4900.0,6150.0,1550.0,-x
x=L,61,16,4900.0,6150.0,1650.0,-x
x=L,61,17,4900.0,6150.0,1750.0,-x
x=L,61,18,4900.0,6150.0,1850.0,-x
x=L,61,19,4900.0,6150.0,1950.0,-x
x=L,61,20,4900.0,6150.0,2050.0,-x
x=L,61,21,4900.0,6150.0,2150.0,-x
x=L,61,22,4900.0,6150.0,2250.0,-x
x=L,61,23,4900.0,6150.0,2350.0,-x
x=L,61,24,4900.0,6150.0,2450.0,-x
x=L,62,0,4900.0,6250.0,50.0,-x
x=L,62,1,4900.0,6250.0,150.0,-x
x=L,62,2,4900.0,6250.0,250.0,-x
x=L,62,3,4900.0,6250.0,350.0,-x
x=L,62,4,4900.0,6250.0,450.0,-x
x=L,62,5,4900.0,6250.0,550.0,-x
x=L,62,6,4900.0,6250.0,650.0,-x
x=L,62,7,4900.0,6250.0,750.0,-x
x=L,62,8,4900.0,6250.0,850.0,-x
x=L,62,9,4900.0,6250.0,950.0,-x
x=L,62,10,4900.0,6250.0,1050.0,-x
x=L,62,11,4900.0,6250.0,1150.0,-x
x=L,62,12,4900.0,6250.0,1250.0,-x
x=L,62,13,4900.0,6250.0,1350.0,-x
x=L,62,14,4900.0,6250.0,1450.0,-x
x=L,62,15,4900.0,6250.0,1550.0,-x
x=L,62,16,4900.0,6250.0,1650.0,-x
x=L,62,17,4900.0,6250.0,1750.0,-x
x=L,62,18,4900.0,6250.0,1850.0,-x
x=L,62,19,4900.0,6250.0,1950.0,-x
x=L,62,20,4900.0,6250.0,2050.0,-x
x=L,62,21,4900.0,6250.0,2150.0,-x
x=L,62,22,4900.0,6250.0,2250.0,-x
x=L,62,23,4900.0,6250.0,2350.0,-x
x=L,62,24,4900.0,6250.0,2450.0,-x
x=L,63,0,4900.0,6350.0,50.0,-x
x=L,63,1,4900.0,6350.0,150.0,-x
x=L,63,2,4900.0,6350.0,250.0,-x
x=L,63,3,4900.0,6350.0,350.0,-x
x=L,63,4,4900.0,6350.0,450.0,-x
x=L,63,5,4900.0,6350.0,550.0,-x
x=L,63,6,4900.0,6350.0,650.0,-x
x=L,63,7,4900.0,6350.0,750.0,-x
x=L,63,8,4900.0,6350.0,850.0,-x
x=L,63,9,4900.0,6350.0,950.0,-x
x=L,63,10,4900.0,6350.0,1050.0,-x
x=L,63,11,4900.0,6350.0,1150.0,-x
x=L,63,12,4900.0,6350.0,1250.0,-x
x=L,63,13,4900.0,6350.0,1350.0,-x
x=L,63,14,4900.0,6350.0,1450.0,-x
x=L,63,15,4900.0,6350.0,1550.0,-x
x=L,63,16,4900.0,6350.0,1650.0,-x
x=L,63,17,4900.0,6350.0,1750.0,-x
x=L,63,18,4900.0,6350.0,1850.0,-x
x=L,63,19,4900.0,6350.0,1950.0,-x
x=L,63,20,4900.0,6350.0,2050.0,-x
x=L,63,21,4900.0,6350.0,2150.0,-x
x=L,63,22,4900.0,6350.0,2250.0,-x
x=L,63,23,4900.0,6350.0,2350.0,-x
x=L,63,24,4900.0,6350.0,2450.0,-x
x=L,64,0,4900.0,6450.0,50.0,-x
x=L,64,1,4900.0,6450.0,150.0,-x
x=L,64,2,4900.0,6450.0,250.0,-x
x=L,64,3,4900.0,6450.0,350.0,-x
x=L,64,4,4900.0,6450.0,450.0,-x
x=L,64,5,4900.0,6450.0,550.0,-x
x=L,64,6,4900.0,6450.0,650.0,-x
x=L,64,7,4900.0,6450.0,750.0,-x
x=L,64,8,4900.0,6450.0,850.0,-x
x=L,64,9,4900.0,6450.0,950.0,-x
x=L,64,10,4900.0,6450.0,1050.0,-x
x=L,64,11,4900.0,6450.0,1150.0,-x
x=L,64,12,4900.0,6450.0,1250.0,-x
x=L,64,13,4900.0,6450.0,1350.0,-x
x=L,64,14,4900.0,6450.0,1450.0,-x
x=L,64,15,4900.0,6450.0,1550.0,-x
x=L,64,16,4900.0,6450.0,1650.0,-x
x=L,64,17,4900.0,6450.0,1750.0,-x
x=L,64,18,4900.0,6450.0,1850.0,-x
x=L,64,19,4900.0,6450.0,1950.0,-x
x=L,64,20,4900.0,6450.0,2050.0,-x
x=L,64,21,4900.0,6450.0,2150.0,-x
x=L,64,22,4900.0,6450.0,2250.0,-x
x=L,64,23,4900.0,6450.0,2350.0,-x
x=L,64,24,4900.0,6450.0,2450.0,-x
x=L,65,0,4900.0,6550.0,50.0,-x
x=L,65,1,4900.0,6550.0,150.0,-x
x=L,65,2,4900.0,6550.0,250.0,-x
x=L,65,3,4900.0,6550.0,350.0,-x
x=L,65,4,4900.0,6550.0,450.0,-x
x=L,65,5,4900.0,6550.0,550.0,-x
x=L,65,6,4900.0,6550.0,650.0,-x
x=L,65,7,4900.0,6550.0,750.0,-x
x=L,65,8,4900.0,6550.0,850.0,-x
x=L,65,9,4900.0,6550.0,950.0,-x
x=L,65,10,4900.0,6550.0,1050.0,-x
x=L,65,11,4900.0,6550.0,1150.0,-x
x=L,65,12,4900.0,6550.0,1250.0,-x
x=L,65,13,4900.0,6550.0,1350.0,-x
x=L,65,14,4900.0,6550.0,1450.0,-x
x=L,65,15,4900.0,6550.0,1550.0,-x
x=L,65,16,4900.0,6550.0,1650.0,-x
x=L,65,17,4900.0,6550.0,1750.0,-x
x=L,65,18,4900.0,6550.0,1850.0,-x
x=L,65,19,4900.0,6550.0,1950.0,-x
x=L,65,20,4900.0,6550.0,2050.0,-x
x=L,65,21,4900.0,6550.0,2150.0,-x
x=L,65,22,4900.0,6550.0,2250.0,-x
x=L,65,23,4900.0,6550.0,2350.0,-x
x=L,65,24,4900.0,6550.0,2450.0,-x
x=L,66,0,4900.0,6650.0,50.0,-x
x=L,66,1,4900.0,6650.0,150.0,-x
x=L,66,2,4900.0,6650.0,250.0,-x
x=L,66,3,4900.0,6650.0,350.0,-x
x=L,66,4,4900.0,6650.0,450.0,-x
x=L,66,5,4900.0,6650.0,550.0,-x
x=L,66,6,4900.0,6650.0,650.0,-x
x=L,66,7,4900.0,6650.0,750.0,-x
x=L,66,8,4900.0,6650.0,850.0,-x
x=L,66,9,4900.0,6650.0,950.0,-x
x=L,66,10,4900.0,6650.0,1050.0,-x
x=L,66,11,4900.0,6650.0,1150.0,-x
x=L,66,12,4900.0,6650.0,1250.0,-x
x=L,66,13,4900.0,6650.0,1350.0,-x
x=L,66,14,4900.0,6650.0,1450.0,-x
x=L,66,15,4900.0,6650.0,1550.0,-x
x=L,66,16,4900.0,6650.0,1650.0,-x
x=L,66,17,4900.0,6650.0,1750.0,-x
x=L,66,18,4900.0,6650.0,1850.0,-x
x=L,66,19,4900.0,6650.0,1950.0,-x
x=L,66,20,4900.0,6650.0,2050.0,-x
x=L,66,21,4900.0,6650.0,2150.0,-x
x=L,66,22,4900.0,6650.0,2250.0,-x
x=L,66,23,4900.0,6650.0,2350.0,-x
x=L,66,24,4900.0,6650.0,2450.0,-x
x=L,67,0,4900.0,6750.0,50.0,-x
x=L,67,1,4900.0,6750.0,150.0,-x
x=L,67,2,4900.0,6750.0,250.0,-x
x=L,67,3,4900.0,6750.0,350.0,-x
x=L,67,4,4900.0,6750.0,450.0,-x
x=L,67,5,4900.0,6750.0,550.0,-x
x=L,67,6,4900.0,6750.0,650.0,-x
x=L,67,7,4900.0,6750.0,750.0,-x
x=L,67,8,4900.0,6750.0,850.0,-x
x=L,67,9,4900.0,6750.0,950.0,-x
x=L,67,10,4900.0,6750.0,1050.0,-x
x=L,67,11,4900.0,6750.0,1150.0,-x
x=L,67,12,4900.0,6750.0,1250.0,-x
x=L,67,13,4900.0,6750.0,1350.0,-x
x=L,67,14,4900.0,6750.0,1450.0,-x
x=L,67,15,4900.0,6750.0,1550.0,-x
x=L,67,16,4900.0,6750.0,1650.0,-x
x=L,67,17,4900.0,6750.0,1750.0,-x
x=L,67,18,4900.0,6750.0,1850.0,-x
x=L,67,19,4900.0,6750.0,1950.0,-x
x=L,67,20,4900.0,6750.0,2050.0,-x
x=L,67,21,4900.0,6750.0,2150.0,-x
x=L,67,22,4900.0,6750.0,2250.0,-x
x=L,67,23,4900.0,6750.0,2350.0,-x
x=L,67,24,4900.0,6750.0,2450.0,-x
x=L,68,0,4900.0,6850.0,50.0,-x
x=L,68,1,4900.0,6850.0,150.0,-x
x=L,68,2,4900.0,6850.0,250.0,-x
x=L,68,3,4900.0,6850.0,350.0,-x
x=L,68,4,4900.0,6850.0,450.0,-x
x=L,68,5,4900.0,6850.0,550.0,-x
x=L,68,6,4900.0,6850.0,650.0,-x
x=L,68,7,4900.0,6850.0,750.0,-x
x=L,68,8,4900.0,6850.0,850.0,-x
x=L,68,9,4900.0,6850.0,950.0,-x
x=L,68,10,4900.0,6850.0,1050.0,-x
x=L,68,11,4900.0,6850.0,1150.0,-x
x=L,68,12,4900.0,6850.0,1250.0,-x
x=L,68,13,4900.0,6850.0,1350.0,-x
x=L,68,14,4900.0,6850.0,1450.0,-x
x=L,68,15,4900.0,6850.0,1550.0,-x
x=L,68,16,4900.0,6850.0,1650.0,-x
x=L,68,17,4900.0,6850.0,1750.0,-x
x=L,68,18,4900.0,6850.0,1850.0,-x
x=L,68,19,4900.0,6850.0,1950.0,-x
x=L,68,20,4900.0,6850.0,2050.0,-x
x=L,68,21,4900.0,6850.0,2150.0,-x
x=L,68,22,4900.0,6850.0,2250.0,-x
x=L,68,23,4900.0,6850.0,2350.0,-x
x=L,68,24,4900.0,6850.0,2450.0,-x
x=L,69,0,4900.0,6950.0,50.0,-x
x=L,69,1,4900.0,6950.0,150.0,-x
x=L,69,2,4900.0,6950.0,250.0,-x
x=L,69,3,4900.0,6950.0,350.0,-x
x=L,69,4,4900.0,6950.0,450.0,-x
x=L,69,5,4900.0,6950.0,550.0,-x
x=L,69,6,4900.0,6950.0,650.0,-x
x=L,69,7,4900.0,6950.0,750.0,-x
x=L,69,8,4900.0,6950.0,850.0,-x
x=L,69,9,4900.0,6950.0,950.0,-x
x=L,69,10,4900.0,6950.0,1050.0,-x
x=L,69,11,4900.0,6950.0,1150.0,-x
x=L,69,12,4900.0,6950.0,1250.0,-x
x=L,69,13,4900.0,6950.0,1350.0,-x
x=L,69,14,4900.0,6950.0,1450.0,-x
x=L,69,15,4900.0,6950.0,1550.0,-x
x=L,69,16,4900.0,6950.0,1650.0,-x
x=L,69,17,4900.0,6950.0,1750.0,-x
x=L,69,18,4900.0,6950.0,1850.0,-x
x=L,69,19,4900.0,6950.0,1950.0,-x
x=L,69,20,4900.0,6950.0,2050.0,-x
x=L,69,21,4900.0,6950.0,2150.0,-x
x=L,69,22,4900.0,6950.0,2250.0,-x
x=L,69,23,4900.0,6950.0,2350.0,-x
x=L,69,24,4900.0,6950.0,2450.0,-x
x=L,70,0,4900.0,7050.0,50.0,-x
x=L,70,1,4900.0,7050.0,150.0,-x
x=L,70,2,4900.0,7050.0,250.0,-x
x=L,70,3,4900.0,7050.0,350.0,-x
x=L,70,4,4900.0,7050.0,450.0,-x
x=L,70,5,4900.0,7050.0,550.0,-x
x=L,70,6,4900.0,7050.0,650.0,-x
x=L,70,7,4900.0,7050.0,750.0,-x
x=L,70,8,4900.0,7050.0,850.0,-x
x=L,70,9,4900.0,7050.0,950.0,-x
x=L,70,10,4900.0,7050.0,1050.0,-x
x=L,70,11,4900.0,7050.0,1150.0,-x
x=L,70,12,4900.0,7050.0,1250.0,-x
x=L,70,13,4900.0,7050.0,1350.0,-x
x=L,70,14,4900.0,7050.0,1450.0,-x
x=L,70,15,4900.0,7050.0,1550.0,-x
x=L,70,16,4900.0,7050.0,1650.0,-x
x=L,70,17,4900.0,7050.0,1750.0,-x
x=L,70,18,4900.0,7050.0,1850.0,-x
x=L,70,19,4900.0,7050.0,1950.0,-x
x=L,70,20,4900.0,7050.0,2050.0,-x
x=L,70,21,4900.0,7050.0,2150.0,-x
x=L,70,22,4900.0,7050.0,2250.0,-x
x=L,70,23,4900.0,7050.0,2350.0,-x
x=L,70,24,4900.0,7050.0,2450.0,-x
x=L,71,0,4900.0,7150.0,50.0,-x
x=L,71,1,4900.0,7150.0,150.0,-x
x=L,71,2,4900.0,7150.0,250.0,-x
x=L,71,3,4900.0,7150.0,350.0,-x
x=L,71,4,4900.0,7150.0,450.0,-x
x=L,71,5,4900.0,7150.0,550.0,-x
x=L,71,6,4900.0,7150.0,650.0,-x
x=L,71,7,4900.0,7150.0,750.0,-x
x=L,71,8,4900.0,7150.0,850.0,-x
x=L,71,9,4900.0,7150.0,950.0,-x
x=L,71,10,4900.0,7150.0,1050.0,-x
x=L,71,11,4900.0,7150.0,1150.0,-x
x=L,71,12,4900.0,7150.0,1250.0,-x
x=L,71,13,4900.0,7150.0,1350.0,-x
x=L,71,14,4900.0,7150.0,1450.0,-x
x=L,71,15,4900.0,7150.0,1550.0,-x
x=L,71,16,4900.0,7150.0,1650.0,-x
x=L,71,17,4900.0,7150.0,1750.0,-x
x=L,71,18,4900.0,7150.0,1850.0,-x
x=L,71,19,4900.0,7150.0,1950.0,-x
x=L,71,20,4900.0,7150.0,2050.0,-x
x=L,71,21,4900.0,7150.0,2150.0,-x
x=L,71,22,4900.0,7150.0,2250.0,-x
x=L,71,23,4900.0,7150.0,2350.0,-x
x=L,71,24,4900.0,7150.0,2450.0,-x
x=L,72,0,4900.0,7250.0,50.0,-x
x=L,72,1,4900.0,7250.0,150.0,-x
x=L,72,2,4900.0,7250.0,250.0,-x
x=L,72,3,4900.0,7250.0,350.0,-x
x=L,72,4,4900.0,7250.0,450.0,-x
x=L,72,5,4900.0,7250.0,550.0,-x
x=L,72,6,4900.0,7250.0,650.0,-x
x=L,72,7,4900.0,7250.0,750.0,-x
x=L,72,8,4900.0,7250.0,850.0,-x
x=L,72,9,4900.0,7250.0,950.0,-x
x=L,72,10,4900.0,7250.0,1050.0,-x
x=L,72,11,4900.0,7250.0,1150.0,-x
x=L,72,12,4900.0,7250.0,1250.0,-x
x=L,72,13,4900.0,7250.0,1350.0,-x
x=L,72,14,4900.0,7250.0,1450.0,-x
x=L,72,15,4900.0,7250.0,1550.0,-x
x=L,72,16,4900.0,7250.0,1650.0,-x
x=L,72,17,4900.0,7250.0,1750.0,-x
x=L,72,18,4900.0,7250.0,1850.0,-x
x=L,72,19,4900.0,7250.0,1950.0,-x
x=L,72,20,4900.0,7250.0,2050.0,-x
x=L,72,21,4900.0,7250.0,2150.0,-x
x=L,72,22,4900.0,7250.0,2250.0,-x
x=L,72,23,4900.0,7250.0,2350.0,-x
x=L,72,24,4900.0,7250.0,2450.0,-x
x=L,73,0,4900.0,7350.0,50.0,-x
x=L,73,1,4900.0,7350.0,150.0,-x
x=L,73,2,4900.0,7350.0,250.0,-x
x=L,73,3,4900.0,7350.0,350.0,-x
x=L,73,4,4900.0,7350.0,450.0,-x
x=L,73,5,4900.0,7350.0,550.0,-x
x=L,73,6,4900.0,7350.0,650.0,-x
x=L,73,7,4900.0,7350.0,750.0,-x
x=L,73,8,4900.0,7350.0,850.0,-x
x=L,73,9,4900.0,7350.0,950.0,-x
x=L,73,10,4900.0,7350.0,1050.0,-x
x=L,73,11,4900.0,7350.0,1150.0,-x
x=L,73,12,4900.0,7350.0,1250.0,-x
x=L,73,13,4900.0,7350.0,1350.0,-x
x=L,73,14,4900.0,7350.0,1450.0,-x
x=L,73,15,4900.0,7350.0,1550.0,-x
x=L,73,16,4900.0,7350.0,1650.0,-x
x=L,73,17,4900.0,7350.0,1750.0,-x
x=L,73,18,4900.0,7350.0,1850.0,-x
x=L,73,19,4900.0,7350.0,1950.0,-x
x=L,73,20,4900.0,7350.0,2050.0,-x
x=L,73,21,4900.0,7350.0,2150.0,-x
x=L,73,22,4900.0,7350.0,2250.0,-x
x=L,73,23,4900.0,7350.0,2350.0,-x
x=L,73,24,4900.0,7350.0,2450.0,-x
x=L,74,0,4900.0,7450.0,50.0,-x
x=L,74,1,4900.0,7450.0,150.0,-x
x=L,74,2,4900.0,7450.0,250.0,-x
x=L,74,3,4900.0,7450.0,350.0,-x
x=L,74,4,4900.0,7450.0,450.0,-x
x=L,74,5,4900.0,7450.0,550.0,-x
x=L,74,6,4900.0,7450.0,650.0,-x
x=L,74,7,4900.0,7450.0,750.0,-x
x=L,74,8,4900.0,7450.0,850.0,-x
x=L,74,9,4900.0,7450.0,950.0,-x
x=L,74,10,4900.0,7450.0,1050.0,-x
x=L,74,11,4900.0,7450.0,1150.0,-x
x=L,74,12,4900.0,7450.0,1250.0,-x
x=L,74,13,4900.0,7450.0,1350.0,-x
x=L,74,14,4900.0,7450.0,1450.0,-x
x=L,74,15,4900.0,7450.0,1550.0,-x
x=L,74,16,4900.0,7450.0,1650.0,-x
x=L,74,17,4900.0,7450.0,1750.0,-x
x=L,74,18,4900.0,7450.0,1850.0,-x
x=L,74,19,4900.0,7450.0,1950.0,-x
x=L,74,20,4900.0,7450.0,2050.0,-x
x=L,74,21,4900.0,7450.0,2150.0,-x
x=L,74,22,4900.0,7450.0,2250.0,-x
x=L,74,23,4900.0,7450.0,2350.0,-x
x=L,74,24,4900.0,7450.0,2450.0,-x
y=0,0,0,50.0,100.0,50.0,+y
y=0,0,1,50.0,100.0,150.0,+y
y=0,0,2,50.0,100.0,250.0,+y
y=0,0,3,50.0,100.0,350.0,+y
y=0,0,4,50.0,100.0,450.0,+y
y=0,0,5,50.0,100.0,550.0,+y
y=0,0,6,50.0,100.0,650.0,+y
y=0,0,7,50.0,100.0,750.0,+y
y=0,0,8,50.0,100.0,850.0,+y
y=0,0,9,50.0,100.0,950.0,+y
y=0,0,10,50.0,100.0,1050.0,+y
y=0,0,11,50.0,100.0,1150.0,+y
y=0,0,12,50.0,100.0,1250.0,+y
y=0,0,13,50.0,100.0,1350.0,+y
y=0,0,14,50.0,100.0,1450.0,+y
y=0,0,15,50.0,100.0,1550.0,+y
y=0,0,16,50.0,100.0,1650.0,+y
y=0,0,17,50.0,100.0,1750.0,+y
y=0,0,18,50.0,100.0,1850.0,+y
y=0,0,19,50.0,100.0,1950.0,+y
y=0,0,20,50.0,100.0,2050.0,+y
y=0,0,21,50.0,100.0,2150.0,+y
y=0,0,22,50.0,100.0,2250.0,+y
y=0,0,23,50.0,100.0,2350.0,+y
y=0,0,24,50.0,100.0,2450.0,+y
y=0,1,0,150.0,100.0,50.0,+y
y=0,1,1,150.0,100.0,150.0,+y
y=0,1,2,150.0,100.0,250.0,+y
y=0,1,3,150.0,100.0,350.0,+y
y=0,1,4,150.0,100.0,450.0,+y
y=0,1,5,150.0,100.0,550.0,+y
y=0,1,6,150.0,100.0,650.0,+y
y=0,1,7,150.0,100.0,750.0,+y
y=0,1,8,150.0,100.0,850.0,+y
y=0,1,9,150.0,100.0,950.0,+y
y=0,1,10,150.0,100.0,1050.0,+y
y=0,1,11,150.0,100.0,1150.0,+y
y=0,1,12,150.0,100.0,1250.0,+y
y=0,1,13,150.0,100.0,1350.0,+y
y=0,1,14,150.0,100.0,1450.0,+y
y=0,1,15,150.0,100.0,1550.0,+y
y=0,1,16,150.0,100.0,1650.0,+y
y=0,1,17,150.0,100.0,1750.0,+y
y=0,1,18,150.0,100.0,1850.0,+y
y=0,1,19,150.0,100.0,1950.0,+y
y=0,1,20,150.0,100.0,2050.0,+y
y=0,1,21,150.0,100.0,2150.0,+y
y=0,1,22,150.0,100.0,2250.0,+y
y=0,1,23,150.0,100.0,2350.0,+y
y=0,1,24,150.0,100.0,2450.0,+y
y=0,2,0,250.0,100.0,50.0,+y
y=0,2,1,250.0,100.0,150.0,+y
y=0,2,2,250.0,100.0,250.0,+y
y=0,2,3,250.0,100.0,350.0,+y
y=0,2,4,250.0,100.0,450.0,+y
y=0,2,5,250.0,100.0,550.0,+y
y=0,2,6,250.0,100.0,650.0,+y
y=0,2,7,250.0,100.0,750.0,+y
y=0,2,8,250.0,100.0,850.0,+y
y=0,2,9,250.0,100.0,950.0,+y
y=0,2,10,250.0,100.0,1050.0,+y
y=0,2,11,250.0,100.0,1150.0,+y
y=0,2,12,250.0,100.0,1250.0,+y
y=0,2,13,250.0,100.0,1350.0,+y
y=0,2,14,250.0,100.0,1450.0,+y
y=0,2,15,250.0,100.0,1550.0,+y
y=0,2,16,250.0,100.0,1650.0,+y
y=0,2,17,250.0,100.0,1750.0,+y
y=0,2,18,250.0,100.0,1850.0,+y
y=0,2,19,250.0,100.0,1950.0,+y
y=0,2,20,250.0,100.0,2050.0,+y
y=0,2,21,250.0,100.0,2150.0,+y
y=0,2,22,250.0,100.0,2250.0,+y
y=0,2,23,250.0,100.0,2350.0,+y
y=0,2,24,250.0,100.0,2450.0,+y
y=0,3,0,350.0,100.0,50.0,+y
y=0,3,1,350.0,100.0,150.0,+y
y=0,3,2,350.0,100.0,250.0,+y
y=0,3,3,350.0,100.0,350.0,+y
y=0,3,4,350.0,100.0,450.0,+y
y=0,3,5,350.0,100.0,550.0,+y
y=0,3,6,350.0,100.0,650.0,+y
y=0,3,7,350.0,100.0,750.0,+y
y=0,3,8,350.0,100.0,850.0,+y
y=0,3,9,350.0,100.0,950.0,+y
y=0,3,10,350.0,100.0,1050.0,+y
y=0,3,11,350.0,100.0,1150.0,+y
y=0,3,12,350.0,100.0,1250.0,+y
y=0,3,13,350.0,100.0,1350.0,+y
y=0,3,14,350.0,100.0,1450.0,+y
y=0,3,15,350.0,100.0,1550.0,+y
y=0,3,16,350.0,100.0,1650.0,+y
y=0,3,17,350.0,100.0,1750.0,+y
y=0,3,18,350.0,100.0,1850.0,+y
y=0,3,19,350.0,100.0,1950.0,+y
y=0,3,20,350.0,100.0,2050.0,+y
y=0,3,21,350.0,100.0,2150.0,+y
y=0,3,22,350.0,100.0,2250.0,+y
y=0,3,23,350.0,100.0,2350.0,+y
y=0,3,24,350.0,100.0,2450.0,+y
y=0,4,0,450.0,100.0,50.0,+y
y=0,4,1,450.0,100.0,150.0,+y
y=0,4,2,450.0,100.0,250.0,+y
y=0,4,3,450.0,100.0,350.0,+y
y=0,4,4,450.0,100.0,450.0,+y
y=0,4,5,450.0,100.0,550.0,+y
y=0,4,6,450.0,100.0,650.0,+y
y=0,4,7,450.0,100.0,750.0,+y
y=0,4,8,450.0,100.0,850.0,+y
y=0,4,9,450.0,100.0,950.0,+y
y=0,4,10,450.0,100.0,1050.0,+y
y=0,4,11,450.0,100.0,1150.0,+y
y=0,4,12,450.0,100.0,1250.0,+y
y=0,4,13,450.0,100.0,1350.0,+y
y=0,4,14,450.0,100.0,1450.0,+y
y=0,4,15,450.0,100.0,1550.0,+y
y=0,4,16,450.0,100.0,1650.0,+y
y=0,4,17,450.0,100.0,1750.0,+y
y=0,4,18,450.0,100.0,1850.0,+y
y=0,4,19,450.0,100.0,1950.0,+y
y=0,4,20,450.0,100.0,2050.0,+y
y=0,4,21,450.0,100.0,2150.0,+y
y=0,4,22,450.0,100.0,2250.0,+y
y=0,4,23,450.0,100.0,2350.0,+y
y=0,4,24,450.0,100.0,2450.0,+y
y=0,5,0,550.0,100.0,50.0,+y
y=0,5,1,550.0,100.0,150.0,+y
y=0,5,2,550.0,100.0,250.0,+y
y=0,5,3,550.0,100.0,350.0,+y
y=0,5,4,550.0,100.0,450.0,+y
y=0,5,5,550.0,100.0,550.0,+y
y=0,5,6,550.0,100.0,650.0,+y
y=0,5,7,550.0,100.0,750.0,+y
y=0,5,8,550.0,100.0,850.0,+y
y=0,5,9,550.0,100.0,950.0,+y
y=0,5,10,550.0,100.0,1050.0,+y
